Category,Subcategory,Language,Phrase,phrase_length
Admissions / Enrollment,Application Assistance,EN,"I forgot my login for the application portal, can you help me reset it?",
Admissions / Enrollment,Application Assistance,EN,Can you explain the difference between early decision and regular admission?,
Admissions / Enrollment,Application Assistance,EN,"I'm not sure if my high school transcripts have been sent, how can I verify that?",
Admissions / Enrollment,Application Assistance,EN,What happens after I submit my application?,
Admissions / Enrollment,Application Assistance,EN,Do I need to submit a separate form for scholarships?,
Admissions / Enrollment,Application Assistance,EN,I missed the information session; can you give me a quick rundown?,
Admissions / Enrollment,Application Assistance,EN,How do I make sure my application stands out?,
Admissions / Enrollment,Application Assistance,EN,I need some advice on my personal statement for the application.,
Admissions / Enrollment,Application Assistance,EN,Where do I go to check the status of my application?,
Admissions / Enrollment,Application Assistance,EN,I need help with my application right now!,
Admissions / Enrollment,Application Assistance,EN,Can you show me how to fill out this form quickly?,
Admissions / Enrollment,Application Assistance,EN,I'm running out of time to submit my application!,
Admissions / Enrollment,Application Assistance,EN,"I have a question about the essay requirements, can you help me?",
Admissions / Enrollment,Application Assistance,EN,Where do I find the enrollment paperwork? It's urgent!,
Admissions / Enrollment,Application Assistance,EN,"I can't find the application deadlines, can you assist me?",
Admissions / Enrollment,Application Assistance,EN,"I'm confused about the fee waiver section, can you explain it?",
Admissions / Enrollment,Application Assistance,EN,I need to upload my transcripts but I'm not sure how!,
Admissions / Enrollment,Application Assistance,EN,Can you help me double-check my application before I submit it?,
Admissions / Enrollment,Application Assistance,EN,I can't remember my login information for the application portal!,
Admissions / Enrollment,Application Assistance,EN,Is there someone who can assist me with the financial aid forms?,
Admissions / Enrollment,Application Assistance,EN,I need to know what documents I need for my application ASAP!,
Admissions / Enrollment,Application Assistance,EN,Can I get assistance with the online application? I'm panicking!,
Admissions / Enrollment,Application Assistance,EN,"I lost my application confirmation email, how do I get help with that?",
Admissions / Enrollment,Application Assistance,EN,Where do I go to get my application reviewed quickly?,
Admissions / Enrollment,Application Assistance,EN,Can you guide me on how to answer these application questions?,
Admissions / Enrollment,Application Assistance,EN,"I heard there's a problem with my application status, can you check?",
Admissions / Enrollment,Application Assistance,EN,I don't understand the residency requirements on the application.,
Admissions / Enrollment,Application Assistance,EN,"I'm in a rush to finalize my enrollment paperwork, can you help?",
Admissions / Enrollment,Application Assistance,EN,"I need to edit my application, how can I do that quickly?",
Admissions / Enrollment,Application Assistance,EN,Is there a deadline extension for applications? I'm freaking out!,
Admissions / Enrollment,Application Assistance,EN,Could you please guide me on how to complete my admissions application?,
Admissions / Enrollment,Application Assistance,EN,I would appreciate assistance with filling out the enrollment paperwork.,
Admissions / Enrollment,Application Assistance,EN,Can you help clarify the requirements for the application process?,
Admissions / Enrollment,Application Assistance,EN,I am in need of help with the financial aid section of my application.,
Admissions / Enrollment,Application Assistance,EN,Could you provide me with insights on submitting my application correctly?,
Admissions / Enrollment,Application Assistance,EN,I would like to know how to obtain my application reference numbers.,
Admissions / Enrollment,Application Assistance,EN,Can someone assist me with the online application portal?,
Admissions / Enrollment,Application Assistance,EN,I have questions regarding the documents required for admission.,
Admissions / Enrollment,Application Assistance,EN,Could you explain the timeline for submitting my application?,
Admissions / Enrollment,Application Assistance,EN,I need guidance on how to write my personal statement for the application.,
Admissions / Enrollment,Application Assistance,EN,Could you help me understand the residency requirements for admission?,
Admissions / Enrollment,Application Assistance,EN,"I am uncertain about the deadlines for my application, can you assist me?",
Admissions / Enrollment,Application Assistance,EN,Can I get help with the transcript request for my application?,
Admissions / Enrollment,Application Assistance,EN,Could someone review my application form for completeness?,
Admissions / Enrollment,Application Assistance,EN,I would like assistance in understanding the criteria for admission.,
Admissions / Enrollment,Application Assistance,EN,Could you direct me to resources for filling out the application properly?,
Admissions / Enrollment,Application Assistance,EN,"I have encountered issues with the application website, can you assist?",
Admissions / Enrollment,Application Assistance,EN,Can you help me with questions regarding recommendation letters for my application?,
Admissions / Enrollment,Application Assistance,EN,I need clarification on the scholarship application process as part of admissions.,
Admissions / Enrollment,Application Assistance,EN,Could you please assist me with the payment process for the application fee?,
Admissions / Enrollment,Application Assistance,EN,I would appreciate any help regarding the additional documentation needed for international students.,
Admissions / Enrollment,Application Assistance,EN,I need help completing my application for the Fall semester.,
Admissions / Enrollment,Application Assistance,EN,Can you assist me with the enrollment paperwork?,
Admissions / Enrollment,Application Assistance,EN,I'm transferring from another school and have questions about the application process.,
Admissions / Enrollment,Application Assistance,EN,What do I need to submit to complete my admissions application?,
Admissions / Enrollment,Application Assistance,EN,I have a few questions about the financial aid section of my application.,
